0	44800	38700	9001
1	46100	37400	9002
2	38900	35600	9003
3	47100	34700	9005
4	41900	30900	9006
5	39600	34400	20016
6	44500	27600	20349
7	46600	32100	20015
8	39700	30200	20010
9	40900	26800	20020
10	44900	30300	20022
11	40600	41900	20012
12	38300	40000	20014
13	37600	31800	20017
14	48200	33000	20019
15	37600	37800	20021
16	48900	35500	20024
17	10600	8800	10004
18	13600	88000	10022
19	59300	7100	10069
20	77200	14000	20009
21	34500	35500	9012
22	43100	35700	11002
23	41500	37000	11003
24	62800	72300	20042
25	80500	86500	20364
26	47100	35400	30308
